probe_id,judge,equivalent,confidence,failures,reason,probe_subtype,tier,dataset,generator_model,base_text_preview,probe_text_preview
patch_sem_llama_3_1_8b_ASSET_val_1233_ee8fe35e,claude-haiku,True,high,[],"Both texts convey identical information: a district was created/established in 1994 by merging/consolidating the same three former districts (Eisenberg, Jena, Stadtroda), with only minor stylistic differences in phrasing.",semantic,1,ASSET,llama-3.1-8b,"History The district was created in 1994 by merging the previous districts Eisenberg, Jena and Stadtroda.","The area's administrative division was established in 1994 through a consolidation of the former districts of Eisenberg, Jena, and Stadtroda."
patch_sem_llama_3_1_8b_ASSET_val_1236_4f7d9e15,claude-haiku,False,high,['CONTENT'],"The original states Paranthropus is 'directly associated with' fire (implying they may have used it), while the transformed text says they 'did not possess' fire use capability, which contradicts the association and changes the meaning of that critical qualifier.",semantic,2,ASSET,llama-3.1-8b,"Most Paranthropus species seem almost certainly not to have used language nor to have controlled fire, although they are directly associated with the latter at Swartkrans, South Africa.","It appears that nearly all Paranthropus species likely did not possess linguistic capabilities or utilize fire, despite being linked to the use of fire at the archaeological site in Swartkrans, South "
patch_sem_llama_3_1_8b_ASSET_val_1235_65661f14,claude-haiku,True,high,[],"Both texts convey identical geographic information: the Laurenzenvorstadt's southern location and its former position outside the city wall, with only stylistic variation in phrasing.",semantic,1,ASSET,llama-3.1-8b,"To the south lies the Laurenzenvorstadt, that is, the part of the town formerly outside the city wall.","Located to the south is the Laurenzenvorstadt, which was previously situated beyond the confines of the city's original fortifications."
patch_sem_llama_3_1_8b_ASSET_val_1237_c79d7cc6,claude-haiku,True,high,[],"Both texts preserve the core definition of verbs across all semantic elements: part of speech classification, three main functions (action/occurrence/state), and parallel examples with equivalent meanings.",semantic,1,ASSET,llama-3.1-8b,"In syntax, a verb is a word (part of speech) that usually denotes an action (bring, read), an occurrence (decompose, glitter), or a state of being (exist, stand).","In linguistic terminology, verbs are words belonging to the part of speech category that typically convey actions (such as bringing or reading), events (like decomposing or glittering), or conditions "
patch_sem_llama_3_1_8b_ASSET_val_1238_b7fb4e63,claude-haiku,True,high,[],"Both texts convey the same geographic distribution of sea snakes (Indian Ocean and southwest/southwestern Pacific) with equivalent meaning, using only minor stylistic variations.",semantic,1,ASSET,llama-3.1-8b,Sea snakes occur mainly in the Indian Ocean and the southwest Pacific.,The majority of sea snakes inhabit the waters of the Indian Ocean and the southwestern part of the Pacific.
patch_sem_llama_3_1_8b_ASSET_val_1239_4d7a51cb,claude-haiku,True,high,[],"Both texts convey that he and Frank Thomas co-authored 'The Illusion of Life', with the transformed version using 'collaborated' instead of 'went on to author' and 'definitive guide' instead of 'animator's bible', but these are stylistic variations preserving the same factual content.",semantic,2,ASSET,llama-3.1-8b,He went on to author the animator's bible The Illusion of Life with Frank Thomas.,"Frank Thomas collaborated with him in writing the definitive guide for animators, titled The Illusion of Life."
patch_sem_llama_3_1_8b_ASSET_val_1240_5290a9d6,claude-haiku,True,high,[],Both texts convey the same mitigation strategy: using multiple/redundant Kerberos servers combined with backup authentication mechanisms to address an unspecified issue.,semantic,2,ASSET,llama-3.1-8b,This can be mitigated by using multiple Kerberos servers and fallback authentication mechanisms.,Mitigating this issue can be achieved through the implementation of redundant Kerberos servers in conjunction with alternative authentication protocols as a fail-safe measure.
patch_sem_llama_3_1_8b_ASSET_val_1241_fde442e6,claude-haiku,True,high,[],"Both texts convey that the origin/source of the terms 'ante meridiem' and 'post meridiem' is explained in the following material, with identical factual content and logical structure.",semantic,2,ASSET,llama-3.1-8b,This is also the origin of the terms ante meridiem and post meridiem as noted below.,"The source of the expressions ""ante meridiem"" and ""post meridiem"" can be found in the following notation."
patch_sem_llama_3_1_8b_ASSET_val_1242_17ca428a,claude-haiku,True,high,[],"Both texts convey identical core facts: one penalty goal against Copenhagen (1-0 Champions League win) and two goals against Benfica (3-0 win), with only stylistic variation in phrasing.",semantic,2,ASSET,llama-3.1-8b,He proceeded to score in Celtic's 1 0 UEFA Champions League win against Copenhagen from the penalty spot and netted two in the 3 0 win over Benfica.,"From the penalty mark, he secured a crucial goal as Celtic triumphed 1-0 over Copenhagen in the UEFA Champions League. He also found the back of the net twice during Celtic's convincing 3-0 victory ag"
patch_sem_llama_3_1_8b_ASSET_val_1244_ed064e34,claude-haiku,True,high,[],"Both texts describe the same agent (weather system) performing the same action (crossing/traversing Florida) at the same time (night/evening) with the same result (issuing warnings for severe thunderstorms and tornadoes), with only stylistic variation in word choice.",semantic,2,ASSET,llama-3.1-8b,"It crossed the Florida peninsula that night, causing the issuance of numerous severe thunderstorm and tornado warnings.","That evening, a storm system traversed the Florida peninsula, prompting widespread alerts for potentially hazardous thunderstorms and twisters."
patch_sem_llama_3_1_8b_ASSET_val_1247_af67d1e7,claude-haiku,True,high,[],"Both texts convey the same core information: a community formed that year ~4 miles (6 km) east of the present city, with synonymous word choices (small/compact, formed/emerged, present/current) preserving all factual content.",semantic,1,ASSET,llama-3.1-8b,A small community formed that same year about 4 miles (6 km) east of the present city.,"That same year a compact neighborhood emerged roughly four miles to the east of the current urban center, situated approximately six kilometers away."
patch_sem_llama_3_1_8b_ASSET_val_1249_c58b7db7,claude-haiku,False,high,"['AGENTS', 'CONTENT']","Original states some characters are fictional (possibly based on real people), while transformed states characters are not entirely imaginary and were inspired by real individuals - these represent opposite claims about the primary nature of the characters.",semantic,1,ASSET,llama-3.1-8b,"Some of the characters are fully fictional, although they may have been based on actual persons.","While not all characters are entirely imaginary, certain ones were likely inspired by real individuals."
patch_sem_llama_3_1_8b_ASSET_val_1252_7e77fe2b,claude-haiku,True,high,[],"Both texts convey the same core meaning: the Cold War's end in the 1990s and improved international relations enabled prospects for creating a continental Asian rail network, with only minor stylistic variations.",semantic,1,ASSET,llama-3.1-8b,"By the 1990s, the end of the cold war and normalisation of relations between some countries improved the prospects for creating a rail network across the Asian continent.","As the Cold War drew to a close in the 1990s, the easing of tensions between certain nations facilitated the possibility of establishing a comprehensive rail system spanning the entire Asian landmass."
patch_sem_llama_3_1_8b_ASSET_val_1251_67f8f741,claude-haiku,True,high,[],"Both sentences convey that people feel negatively categorized (pathologized/labeled as abnormal) for having differences, with equivalent meaning despite different wording.",semantic,1,ASSET,llama-3.1-8b,"In addition, many feel that they are being pathologized for simply being different.","Furthermore, a significant number believe they're being unfairly labeled as abnormal solely because of their distinct nature."
patch_sem_llama_3_1_8b_ASSET_val_1254_b194880e,claude-haiku,True,high,[],"Both texts describe identical visual elements (three crowned blue lions, nine red hearts, golden shield) with only stylistic variation in word choice and phrasing.",semantic,1,ASSET,llama-3.1-8b,"The National Coat of Arms of Denmark consists of three crowned blue lions accompanied by nine red hearts, all in a golden shield.","Denmark's national emblem features three regal blue lions, each wearing a crown, alongside nine crimson hearts, all situated within a radiant gold escutcheon."
patch_sem_llama_3_1_8b_ASSET_val_1255_59c60841,claude-haiku,True,high,[],"Both texts convey identical meaning: admirals/commanders need additional facilities including a large meeting room for captains and a planning space for staff, with only stylistic and synonym replacements (admirals→commanders, captains→captains, orders→directives) and no semantic loss.",semantic,1,ASSET,llama-3.1-8b,"However, admirals have always needed additional facilities; a meeting room large enough to hold all the captains of the fleet, and a place for the admiral's staff to make plans and draw up orders.","In fact, naval commanders have consistently required supplementary accommodations; specifically, a spacious conference area capable of seating every captain in the flotilla, as well as a designated sp"
patch_sem_llama_3_1_8b_ASSET_val_1257_1a810e9f,claude-haiku,True,high,[],Both sentences convey that SSL and TLS have been widely/extensively incorporated into multiple open-source software projects/initiatives with equivalent meaning and no loss of factual content.,semantic,1,ASSET,llama-3.1-8b,Implementations SSL and TLS have been widely implemented in several open source software projects.,SSL and TLS protocols have been extensively integrated into numerous open-source software initiatives.
patch_sem_llama_3_1_8b_ASSET_val_1259_19d9c59d,claude-haiku,False,high,"['CONTENT', 'AGENTS']","Original states the book was listed for 9 weeks without specifying rank position, while transformed claims it reached number one; original presents factual information while transformed uses first-person ownership ('my book') not present in original.",semantic,1,ASSET,llama-3.1-8b,"Today I Feel Silly, and Other Moods That Make My Day, 1998; listed on the New York Times best-seller list for 9 weeks.","In 1998, my book ""Today I Feel Silly"" became a huge success, staying at number one on the New York Times bestseller list for nine consecutive weeks."
patch_sem_llama_3_1_8b_ASSET_val_1260_4093ef6c,claude-haiku,True,high,[],"Both texts convey that Islam emphasizes unity and mutual defense among Muslims while acknowledging internal divisions, with only stylistic restructuring and no loss of factual content.",semantic,1,ASSET,llama-3.1-8b,"Islam emphasizes unity and defense of fellow Muslims, although many divisions of Islam (see Sunni-Shia relations, for example) exist.","While there are various factions within the Islamic community, unity among Muslims is a core tenet that prioritizes mutual support and protection."
patch_sem_llama_3_1_8b_ASSET_val_1261_5253c22d,claude-haiku,True,high,[],"Both texts convey the same core meaning: a tiger population was divided into separate groups that evolved independently, with only stylistic and vocabulary changes.",semantic,2,ASSET,llama-3.1-8b,This split the tigers into two groups which then went on to develop independently.,"The separation of the tigers led to their division into distinct subpopulations, each evolving separately over time."
patch_sem_llama_3_1_8b_ASSET_val_1262_a129b97c,claude-haiku,False,medium,['CONTENT'],"The original mentions 'remains of ancient archaeological sites' while the transformed text says 'remnants of long-abandoned excavation sites'—archaeological sites and excavation sites are not semantically identical, and 'long-abandoned excavation sites' introduces new information not in the original.",semantic,1,ASSET,llama-3.1-8b,"The area was the home of the Soanian Culture, which is evidenced by the discovery of fossils, tools, coins, and remains of ancient archaeological sites.","Evidence of the Soanian Culture can be seen in the region, where archaeologists have uncovered fossils, artifacts such as tools and coins, and remnants of long-abandoned excavation sites."
patch_sem_llama_3_1_8b_ASSET_val_1264_09d8ed54,claude-haiku,False,high,['CONTENT'],The original states 'Mickey Huskic' while the transformed text says 'Mickey Hukusic' - different spelling of the name is a factual discrepancy.,semantic,1,ASSET,llama-3.1-8b,"Melodifestivalen 2008 On february 23 Oliv participated in Melodifestivalen 2008, as she played cello during Mickey Huskic entry in semifinal three.","On February 23rd, Oliv took part in the 2008 Melodifestivalen by accompanying Mickey Hukusic on her cello during his performance in the third semi-final."
patch_sem_llama_3_1_8b_ASSET_val_1263_1a7c2db2,claude-haiku,True,high,[],"Both texts convey that the genome contains genes (genetic material/coding sequences) and non-coding DNA sequences, with identical semantic content despite different wording.",semantic,1,ASSET,llama-3.1-8b,The genome includes both the genes and the non-coding sequences of the DNA.,The genome comprises not only the genetic material but also the segments of DNA that do not encode proteins.
patch_sem_llama_3_1_8b_ASSET_val_1265_cd524d1d,claude-haiku,True,high,[],Both texts convey the same core requirements: Muslims/individuals performing i'tikaf must stay in a mosque for ten consecutive/uninterrupted days while engaging in worship/devotion and learning about Islam/Islamic principles.,semantic,1,ASSET,llama-3.1-8b,"Muslims performing i'tikaf are required to stay within the mosque for ten consecutive days, often in worship or learning about Islam.","Individuals observing i'tikaf must reside within a mosque for an uninterrupted period of ten days, typically dedicating their time to acts of devotion and studying Islamic principles."
patch_sem_llama_3_1_8b_ASSET_val_1266_cc84c56a,claude-haiku,True,high,[],"Both texts convey the same core meaning: abstract/intangible concerns partially (but not completely) determine features of concrete market systems where actual buyer-seller exchanges occur, with only minor stylistic and synonymous word choices differing.",semantic,2,ASSET,llama-3.1-8b,These somewhat abstract concerns tend to determine some but not all details of a specific concrete market system where buyers and sellers actually meet and commit to trade.,"The somewhat intangible issues at play often shape certain aspects, though not all, of a tangible marketplace in which actual transactions take place between individuals who agree to exchange goods or"
patch_sem_llama_3_1_8b_ASSET_val_1268_bbbb436f,claude-haiku,True,high,[],"Both texts describe the same date, event (steam plume observation), and reaction (media speculation about eruption), with only stylistic variations in expression.",semantic,1,ASSET,llama-3.1-8b,"On December 19, 2006, a large white plume of condensing steam was observed, leading some media people to assume there had been a small eruption.","On the nineteenth of December in the year two thousand six, a considerable cloud of vaporized water droplets condensed into visible steam, prompting certain journalists to speculate that there might h"
patch_sem_llama_3_1_8b_ASSET_val_1270_8b2df110,claude-haiku,True,high,[],Both sentences convey identical meaning: the subject returned to his post in July and maintained his harsh/cruel demeanor without apparent decrease.,semantic,2,ASSET,llama-3.1-8b,"He resumed his post in July, with no apparent reduction in his ruthlessness.","In July, he returned to his position without any noticeable diminution of his ferocity."
patch_sem_llama_3_1_8b_ASSET_val_1269_fcd3515e,claude-haiku,True,high,[],"Both sentences convey that most municipalities in the area get their drinking water from Vättern, with synonymous terms (many/majority, municipalities/local authorities, area/region, drinking water/tap water, directly/straight) preserving all essential meaning.",semantic,1,ASSET,llama-3.1-8b,Many of the municipalities in the area receive their drinking water directly from Vättern.,The majority of local authorities in the region obtain their tap water straight from Lake Vättern.
patch_sem_llama_3_1_8b_ASSET_val_1273_024641fe,claude-haiku,True,high,[],"Both texts convey the same core concept: success/popularity achieved through compromising one's principles, though with slightly different emphasis and vocabulary.",semantic,1,ASSET,llama-3.1-8b,Selling out is often seen as gaining success at the cost of credibility.,Achieving widespread popularity can sometimes be perceived as compromising one's integrity in the process.
patch_sem_llama_3_1_8b_ASSET_val_1276_b01faa86,claude-haiku,True,high,[],"Both texts convey identical information about Luciano Spinosi's birthdate, birthplace, nationality, and former football career status, with only stylistic restructuring.",semantic,1,ASSET,llama-3.1-8b,"Luciano Spinosi (born May 9, 1950, Rome) is an Italian former football player.","Born on May 9, 1950, in Rome, Italy, Luciano Spinosi was a renowned Italian footballer who had retired from the sport."
patch_sem_llama_3_1_8b_ASSET_val_1277_1c6374d8,claude-haiku,True,high,[],"Both texts convey that Punt Road passes underneath the station at a major intersection involving Swan Street and Brunton Avenue, with only minor rewording of functionally equivalent descriptions.",semantic,1,ASSET,llama-3.1-8b,Punt Road underpasses directly under the station via a major interchange with Swan Street and Brunton Avenue.,The Punt Road underpass connects directly to the station through a significant intersection with both Swan Street and Brunton Avenue.
patch_sem_llama_3_1_8b_ASSET_val_1280_8d226bb7,claude-haiku,False,high,"['ACTIONS', 'CONTENT']","The original specifies Taylor 'walks around' and 'spectating without interacting,' but the transformed version changes this to 'observes from a distance' and adds interpretation that Jordison is 'startled,' which is not stated in the original.",semantic,1,ASSET,llama-3.1-8b,"Taylor walks around the scene spectating without interacting with Jordison or the females, there is a moment in which Jordison is looking in a mirror and Taylor suddenly appears.","As Taylor observes from a distance, she remains detached from Jordison and the other women, but then an unexpected encounter unfolds when Jordison pauses to admire her reflection in a mirror, only to "
patch_sem_llama_3_1_8b_ASSET_val_1278_6c65c23e,claude-haiku,True,high,[],"Both texts convey identical factual content: a district was created in 1994 by combining Marienberg and Zschopau districts, with only stylistic differences in wording.",semantic,1,ASSET,llama-3.1-8b,History The district was formed in 1994 by merging the two previous districts Marienberg and Zschopau.,"The area's administrative division came into being in 1994 through a consolidation of the preceding districts, namely Marienberg and Zschopau."
patch_sem_llama_3_1_8b_ASSET_val_1282_3747fc0d,claude-haiku,True,high,[],"Both texts convey identical core information: military structures built from large stone materials extracted from the local rocky terrain, with no differences in agents, actions, modals, negation, or conditions.",semantic,1,ASSET,llama-3.1-8b,The barracks were constructed from large sandstone blocks and carved out of the existing rock on the headland.,"The military quarters were built using massive stone slabs, which had been excavated from the surrounding rocky promontory."
patch_sem_llama_3_1_8b_ASSET_val_1284_f4f236e0,claude-haiku,True,high,[],"Both texts convey the same core information: the same band/group will perform at the same five festivals (Roskilde, Rock am Ring, Pinkpop, Give It A Name Festival, and Download), with only minor stylistic variations in phrasing.",semantic,2,ASSET,llama-3.1-8b,"They are also scheduled to play Roskilde, Rock am Ring, Pinkpop, Give It A Name Festival and Download.","The band is set to perform at several notable festivals, including the Roskilde event, as well as Rock am Ring, Pinkpop, the Give It A Name Festival, and Download."
patch_sem_llama_3_1_8b_ASSET_val_1283_98682ed7,claude-haiku,True,high,[],"Both texts convey identical information about Fred Gwynne's identity, birth date, death date, and profession with only stylistic reordering.",semantic,1,ASSET,llama-3.1-8b,"Frederick Hubbard ""Fred"" Gwynne (10 July 1926 2 July 1993) was an American actor.","American actor Fred Gwynne, born on July 10, 1926, passed away on July 2, 1993."
patch_sem_llama_3_1_8b_ASSET_val_1286_5019a82b,claude-haiku,False,high,['CONTENT'],"Original states the area is approximately half Taiwan's size, but transformed states it is roughly equivalent to Taiwan's size, which are contradictory claims.",semantic,1,ASSET,llama-3.1-8b,"Approximately half the size of Taiwan, it has a land area of 18,575.5 square kilometres (7,172 sq mi).","With an area roughly equivalent to that of Taiwan, this region spans approximately 18,575.5 square kilometres in total, or about 7,172 square miles."
patch_sem_llama_3_1_8b_ASSET_val_1285_d938a990,claude-haiku,True,high,[],"Both texts convey the same core facts: in 2002, shuttle bus service ended and was replaced by SkyTrain (a suspended monorail) connecting the terminal building to the InterCity train station, with only minor stylistic and grammatical improvements in the transformed version.",semantic,1,ASSET,llama-3.1-8b,2002: shuttle bus service is replaced by the suspended monorail called the SkyTrain connects the terminal building with the InterCity train station.,"In 2002, a shuttle bus service was discontinued as the SkyTrain, a suspended monorail system, took over to link the terminal building directly with the nearby InterCity rail station."
patch_sem_llama_3_1_8b_ASSET_val_1288_907c3702,claude-haiku,True,high,[],"Both texts convey that a wolf symbol represents Pritzwalk's former administrative seat, with the name derived from Slavic 'wolk' meaning wolf, with only minor stylistic and phrasing differences.",semantic,2,ASSET,llama-3.1-8b,"The wolf in bottom stands for the former administrative seat Pritzwalk, as walk derives from the slavonic wolk meaning wolf.","The emblem at the base of the coat of arms represents the historical administrative centre of Pritzwalk, which is derived from the Slavic word ""wolk"", signifying a wolf."
patch_sem_llama_3_1_8b_ASSET_val_1287_0565149d,claude-haiku,True,high,[],"Both texts convey the same core definition of reality television: unscripted/genuine content featuring ordinary people rather than professional actors, documenting actual events.",semantic,1,ASSET,llama-3.1-8b,"Reality television is a genre of television programming that presents purportedly unscripted dramatic or humorous situations, documents actual events, and usually features ordinary people instead of p","Television shows often classified as reality TV offer supposedly genuine portrayals of life's ups and downs, capturing real-life happenings on camera, and typically starring everyday individuals rathe"
patch_sem_llama_3_1_8b_ASSET_val_1290_49a7e0d1,claude-haiku,True,high,[],"Both texts convey the same theological concept of two distinct essences (qnome) that are eternally united/integrated in one person (parsopa), with equivalent meanings expressed through different terminology.",semantic,1,ASSET,llama-3.1-8b,"In it he explains that Christ has two qnome (essences), which are unmingled and eternally united in one parsopa (personality).","He elaborates on the idea that Jesus possesses a dual nature, consisting of two distinct yet inseparable essences that have always been harmoniously integrated into a single unified identity."
patch_sem_llama_3_1_8b_ASSET_val_1289_d049df5c,claude-haiku,False,high,['CONTENT'],"The original emphasizes Canowindra as a site of 'fossil discoveries' while the transformed text shifts focus to 'archaeological significance,' which are distinct scientific disciplines with different subject matters.",semantic,1,ASSET,llama-3.1-8b,Fossils Canowindra is the site of one of the world's great fossil discoveries.,"One of the most significant fossil finds globally can be found at the Canowindra site, a location renowned for its exceptional archaeological significance."
patch_sem_llama_3_1_8b_ASSET_val_1292_ed3ba9fc,claude-haiku,True,high,[],"Both sentences convey that the title originated/initially referred to independent/autonomous princes of Wales during the 12th-13th centuries, preserving agents, actions, temporal conditions, and core content.",semantic,2,ASSET,llama-3.1-8b,It originated as the title of independent princes of Wales in the 12th and 13th centuries.,"In the 12th and 13th centuries, it initially referred to autonomous Welsh princes who held titles."
patch_sem_llama_3_1_8b_ASSET_val_1293_a1207319,claude-haiku,True,high,[],"Both texts convey that methylphenidate commonly causes nervousness/anxiety and insomnia/sleep difficulty, with the transformed version providing additional mechanistic context without contradicting the original.",semantic,1,ASSET,llama-3.1-8b,The most common side effects of taking methylphenidate are nervousness and insomnia.,Individuals who take methylphenidate frequently experience anxiety-like symptoms and difficulty falling asleep due to its effects on the central nervous system.
patch_sem_llama_3_1_8b_ASSET_val_1295_44a6e0ff,claude-haiku,True,high,[],"Both texts convey that Eunomia's elongated/extended appearance led to the hypothesis that it might be a binary system (two objects orbiting together), preserving all key semantic content.",semantic,2,ASSET,llama-3.1-8b,Its elongation led to the suggestion that Eunomia may be a binary object.,The observed extension of Eunomia prompted speculation that it could potentially be composed of two distinct entities orbiting each other.
patch_sem_llama_3_1_8b_ASSET_val_1296_f905da6b,claude-haiku,False,high,['ACTIONS'],"Spalling (breaking off in fragments) is mechanically distinct from shearing (slipping/sliding deformation), representing different impact processes.",semantic,1,ASSET,llama-3.1-8b,"The impacts appear to have spalled large volumes off the asteroid, as suggested by the angular edges of the craters.","The effects seem to have sheared away substantial portions of the asteroid, indicated by the sharp angles at the crater rims."
patch_sem_llama_3_1_8b_ASSET_val_1298_5d12985c,claude-haiku,True,high,[],"Both sentences convey identical meaning: females can delay birth until the previous joey leaves the pouch, with only stylistic/synonym changes (unique ability→remarkable characteristic, baby→offspring, left→vacated).",semantic,1,ASSET,llama-3.1-8b,The females have the unique ability to delay birth of their baby until their previous Joey has left the pouch.,Female marsupials possess a remarkable characteristic that enables them to defer giving birth to their offspring until their preceding joey has vacated the pouch.
patch_sem_llama_3_1_8b_ASSET_val_1294_31ddf443,claude-haiku,False,high,['CONTENT'],"A steel chair and a metal stool are different objects with different properties, making this a factual content difference rather than mere semantic variation.",semantic,1,ASSET,llama-3.1-8b,"In the match, Kenny grabbed a steel chair and inserted the chair on Triple H's left knee, similar to what the group did to Michaels.","During the contest, Kenny seized a metal stool and positioned it against Triple H's left leg, mirroring the tactic employed by the group against Michaels."
patch_sem_llama_3_1_8b_ASSET_val_1299_934c2815,claude-haiku,True,high,[],"Both texts convey the same clinical finding: Riluzole extends survival in ALS patients by several months with greater benefits for bulbar onset cases, using semantically equivalent terminology (clinical trials/studies, ALS/amyotrophic lateral sclerosis, lengthens/extended, bulbar onset/brain stem symptom manifestation).",semantic,1,ASSET,llama-3.1-8b,"Clinical trials with ALS patients showed that Riluzole lengthens survival by several months, and may have a greater survival benefit for those with a bulbar onset.","Studies involving individuals with amyotrophic lateral sclerosis found that Riluzole extended the lifespan of participants by a few months on average, with potentially more pronounced benefits observe"
patch_sem_llama_3_1_8b_ASSET_val_1300_41e66a70,claude-haiku,True,high,[],"Both texts convey the same core message: the person stated an intention to participate in a questioning session after returning to Israel in the near future, with no changes to agents, actions, modals, negation, or conditions.",semantic,2,ASSET,llama-3.1-8b,"He said he would attend a third questioning session soon upon his return to Israel "".","Upon returning to Israel, he stated that he would participate in another round of questioning shortly thereafter."
patch_sem_llama_3_1_8b_ASSET_val_1302_9a3865d3,claude-haiku,True,high,[],"Both texts convey that initial contact between Soviet and American forces occurred, but the final occupation zones had not yet been determined or established.",semantic,2,ASSET,llama-3.1-8b,"This marked the beginning of the line of contact between Soviet and American forces, but not the finalized occupation zones.","The start of this period signified the establishment of a direct connection between Soviet and American military units, yet it did not signify the completion of their respective occupied territories."
patch_sem_llama_3_1_8b_ASSET_val_1301_6c449408,claude-haiku,False,high,"['CONTENT', 'AGENTS']","The transformed text obscures the serious nature of the conviction by using euphemistic phrasing ('a stint behind bars following a conviction') instead of clearly stating 'convicted felon', and removes the explicit descriptor that he is currently retired from these professions.",semantic,1,ASSET,llama-3.1-8b,"Orenthal James ""O. J."" Simpson (born July 9, 1947), nicknamed ""The Juice"", is a retired American football player, actor, spokesman, and convicted felon.","Born on July 9, 1947, as Orenthal James ""O.J."" Simpson, this former sports icon earned the nickname ""The Juice"". His career spanned multiple fields, including professional football, acting, public end"
patch_sem_llama_3_1_8b_ASSET_val_1303_0664bce4,claude-haiku,True,high,[],"Both texts convey that AES ciphers have undergone thorough analysis and achieved worldwide use similar to their DES predecessor, preserving all key facts and relationships.",semantic,1,ASSET,llama-3.1-8b,"The AES ciphers have been analyzed extensively and are now used worldwide, as was the case with its predecessor, the Data Encryption Standard (DES).","Comprehensively studied AES encryption methods have become a global standard, much like their precursor, DES, which also enjoyed widespread adoption."
patch_sem_llama_3_1_8b_ASSET_val_1304_a968c715,claude-haiku,False,high,['CONTENT'],"The original defines what carpets/rugs/velvet/etc. ARE (the materials themselves), while the transformed text suggests these materials are MADE FROM other materials, which reverses the logical relationship and distorts the original meaning.",semantic,1,ASSET,llama-3.1-8b,"Carpets, rugs, velvet, velour, and velveteen, are made by interlacing a secondary yarn through woven cloth, creating a nap or pile.","Made from materials such as carpets, rugs, velvet, velour, and velveteen, these luxurious textiles are crafted by threading a supplementary yarn into woven fabric to produce a plush surface."
patch_sem_llama_3_1_8b_ASSET_val_1305_b04d8e05,claude-haiku,True,high,[],"Both sentences convey that multiple primary schools are being developed in response to population growth in Cranbourne, with identical agents (primary schools), actions (proposed/planned), and content (growth accommodation).",semantic,1,ASSET,llama-3.1-8b,To cater for the growth in Cranbourne several primary schools have been proposed.,Several primary schools are being planned to accommodate the increasing population of Cranbourne.
patch_sem_llama_3_1_8b_ASSET_val_1308_866d3a49,claude-haiku,True,high,[],"Both texts convey identical factual information: Pontedera's location in Tuscany/Tuscan region, its industrial/manufacturing character, and its administrative placement within Pisa province, with only stylistic rephrasing.",semantic,1,ASSET,llama-3.1-8b,"Pontedera is an Italian industrial town in Tuscany, Italy, in the administrative province of Pisa.","Located in the Tuscan region of Italy, Pontedera is a manufacturing hub situated within the administrative boundaries of the Pisa province."
patch_sem_llama_3_1_8b_ASSET_val_1310_52b31cc0,claude-haiku,True,high,[],"Both texts convey identical core information: same person (Lothar Emmerich with 'Emma' nickname), same profession (German soccer/football player), same birth date (29 November 1941), and same death date (13 August 2003), with the calculated age being correct.",semantic,1,ASSET,llama-3.1-8b,"Lothar (""Emma"") Emmerich (29 November 1941 13 August 2003) was a German football (soccer) player.","Lothar Emmerich, also known as ""Emma"", passed away on 13 August 2003 at the age of sixty-one. He was a renowned German soccer player born on November 29, 1941."
patch_sem_llama_3_1_8b_ASSET_val_1309_63b89a0b,claude-haiku,False,high,"['AGENTS', 'CONTENT']","The original states Rattle 'is' a conductor (present state), while the transformed uses 'was born as' an accomplished maestro (past state with added unverified qualifier 'accomplished').",semantic,1,ASSET,llama-3.1-8b,"Sir Simon Denis Rattle, CBE, FRSA, (born 19 January 1955) is an English conductor.","Sir Simon Denis Rattle, a Commander of the Order of the British Empire and Fellow of the Royal Society of Arts, was born on January 19, 1955, as an accomplished English maestro."
patch_sem_llama_3_1_8b_ASSET_val_1311_cacef16f,claude-haiku,True,high,[],"Both texts describe the same automatic migration process of software packages from unstable to testing based on time elapsed and urgency/priority factors, with only stylistic rewording.",semantic,1,ASSET,llama-3.1-8b,"After a version of a software package has remained in unstable for a certain length of time (depending on the urgency of the software's changes), that package is automatically migrated to the testing ","Once a software package has lingered in an unstable state for a specified period, contingent upon the level of its updates' priority, it will be automatically transferred to the testing repository."
patch_sem_llama_3_1_8b_ASSET_val_1313_146bf8d1,claude-haiku,True,high,[],"Both texts convey the same core facts: a connection between module theory and p-adic L-functions introduced by Kubota and Leopoldt in the 1960s, with only minor stylistic variations ('noticed' vs 'established', 'were defined' vs 'had been introduced', 'that were defined' vs 'which had been introduced').",semantic,1,ASSET,llama-3.1-8b,"A fundamental connection was noticed between the module theory, and the p-adic L-functions that were defined in the 1960s by Kubota and Leopoldt.","A crucial link was established between the module theory and a specific class of p-adic L-functions, which had been introduced by Kubota and Leopoldt in the 1960s."
patch_sem_llama_3_1_8b_ASSET_val_1312_7252a106,claude-haiku,True,high,[],"Both sentences convey the same core facts: South Africa became a republic in 1961 and Pretoria remained/continued as its administrative capital, with no differences in agents, actions, modals, negation, conditions, or content.",semantic,1,ASSET,llama-3.1-8b,"When South Africa became a republic in 1961, Pretoria remained its administrative capital.","Upon gaining republic status in 1961, Pretoria continued to serve as the country's administrative hub."
