probe_id,model,probe_family,probe_subtype,tier,dataset,generator_model,base_item_id,scoring_method,rule_score,judge_verified,final_score,similarity,read_delta,overlap,detail_found,base_readability,probe_readability,rule_reason,critical_detail,detail_exact_match,detail_word_overlap,judge_1_name,judge_1_equiv,judge_1_confidence,judge_2_name,judge_2_equiv,judge_2_confidence,base_output_preview,probe_output_preview
DIR_OSE_G012_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G012_advanced,rule_only,1,,1,0.5909,0.72,0.5909,,11.98,11.25,"read_shift=PASS(0.7),diff=PASS(0.591)",,,,,,,,,,"A new study has found that organic food contains more antioxidants and lower levels of toxic metals and pesticides than regular food. The researchers, led by Professor Carlo Leifert at Newcastle Unive","A new study has found that organic food contains more antioxidants and lower levels of toxic metals and pesticides than regular food. Antioxidants are linked to better health, while toxic metals and p"
DIR_OSE_G012_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G012_advanced,rule_only,1,,1,0.503,2.36,0.503,,11.98,9.61,"read_shift=PASS(2.4),diff=PASS(0.503)",,,,,,,,,,"A new study has found that organic food contains more antioxidants and lower levels of toxic metals and pesticides than regular food. The researchers, led by Professor Carlo Leifert at Newcastle Unive",A new study says that organic food has more healthy things called antioxidants than regular food. It also has fewer bad metals and pesticides. The team who did the study thinks that eating organic fru
DIR_OSE_G013_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G013_advanced,rule_only,1,,1,0.6611,0.7,0.6611,,7.02,7.72,"read_shift=PASS(-0.7),diff=PASS(0.661)",,,,,,,,,,"Emmanuel Limal, a 43-year-old actor from France living in Copenhagen, was tired of dating women who didn't want to start a family. He had been looking for love for 20 years and wanted children. After ","Emmanuel Limal, a 43-year-old actor from France living in Copenhagen, was tired of using online dating sites. He wanted to start a family, but the women he met were not interested or wouldn't admit it"
DIR_OSE_G013_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G013_advanced,rule_only,1,,1,0.5136,1.5,0.5136,,7.02,5.52,"read_shift=PASS(1.5),diff=PASS(0.514)",,,,,,,,,,"Emmanuel Limal, a 43-year-old actor from France living in Copenhagen, was tired of dating women who didn't want to start a family. He had been looking for love for 20 years and wanted children. After ","Emmanuel Limal is an actor from France who lives in Denmark. He wanted to find love and start a family, but he had trouble finding someone who felt the same way. Many women on dating sites said they w"
DIR_OSE_G014_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G014_advanced,rule_only,0,,0,0.5893,0.26,0.5893,,8.72,8.97,"read_shift=FAIL(-0.3),diff=PASS(0.589)",,,,,,,,,,Scientists have started mapping the bacteria in a city's subway system for the first time. Dr Christopher Mason led a team that swabbed the New York City subway system for 18 months. They found many t,Scientists have started studying the bacteria that live in a city's subway system. Dr Christopher Mason led a team that tested the New York City subway for 18 months. They found many types of bacteria
DIR_OSE_G014_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G014_advanced,rule_only,1,,1,0.5349,1.7,0.5349,,8.72,7.02,"read_shift=PASS(1.7),diff=PASS(0.535)",,,,,,,,,,Scientists have started mapping the bacteria in a city's subway system for the first time. Dr Christopher Mason led a team that swabbed the New York City subway system for 18 months. They found many t,"Scientists studied bacteria in a city's subway for the first time. They chose the New York City subway system and tested it for 18 months. The team found many different types of bacteria.

Some of the"
DIR_OSE_G015_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G015_advanced,rule_only,0,,0,0.7625,0.29,0.7625,,9.91,10.2,"read_shift=FAIL(-0.3),diff=PASS(0.762)",,,,,,,,,,"Nelson Mandela, a hero to millions around the world, has died at the age of 95. He was South Africa's first black president and a key figure in the country's fight for freedom.

Mandela passed away at","Nelson Mandela, a hero to millions around the world, has died at the age of 95. He was South Africa's first black president and a key figure in the country's struggle for freedom.

Mandela passed away"
DIR_OSE_G015_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G015_advanced,rule_only,1,,1,0.4834,2.4,0.4834,,9.91,7.5,"read_shift=PASS(2.4),diff=PASS(0.483)",,,,,,,,,,"Nelson Mandela, a hero to millions around the world, has died at the age of 95. He was South Africa's first black president and a key figure in the country's fight for freedom.

Mandela passed away at","Nelson Mandela, a very important person who fought for freedom in Africa, has died at the age of 95. 
He was South Africa's first black president and a hero to many people around the world. 
Mandela d"
DIR_OSE_G016_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G016_advanced,rule_only,1,,1,0.5175,1.96,0.5175,,11.92,9.95,"read_shift=PASS(2.0),diff=PASS(0.518)",,,,,,,,,,"More than 100,000 people protested across Brazil against poor public services, high costs for the World Cup, and heavy-handed policing. The protests started peacefully but turned violent in some citie","More than 100,000 people protested across Brazil against poor public services, high costs for the World Cup, and aggressive policing. The protests started peacefully but turned violent in some cities."
DIR_OSE_G016_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G016_advanced,rule_only,1,,1,0.3052,2.78,0.3052,,11.92,9.13,"read_shift=PASS(2.8),diff=PASS(0.305)",,,,,,,,,,"More than 100,000 people protested across Brazil against poor public services, high costs for the World Cup, and heavy-handed policing. The protests started peacefully but turned violent in some citie","Over 100,000 people went onto the streets in Brazil to show their anger. They were angry about violent police, poor public services, and high costs for the World Cup.

In many cities like Rio de Janei"
DIR_OSE_G017_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G017_advanced,rule_only,1,,1,0.6154,0.82,0.6154,,11.11,10.29,"read_shift=PASS(0.8),diff=PASS(0.615)",,,,,,,,,,"Amsterdam's liberal image may be under threat due to plans to move troublesome neighbours to special villages made from shipping containers. The city's Mayor, Eberhard van der Laan, claims this policy","Amsterdam's Mayor has promised tourists that the city's coffee shops selling marijuana will stay open despite a new national law. However, the city's plan to deal with troublesome neighbours may harm "
DIR_OSE_G017_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G017_advanced,rule_only,1,,1,0.4169,4.32,0.4169,,11.11,6.79,"read_shift=PASS(4.3),diff=PASS(0.417)",,,,,,,,,,"Amsterdam's liberal image may be under threat due to plans to move troublesome neighbours to special villages made from shipping containers. The city's Mayor, Eberhard van der Laan, claims this policy",Amsterdam's Mayor has a plan to deal with people who behave badly towards others. The city wants to protect victims of abuse and homophobia. Some people think this plan will make Amsterdam seem less l
DIR_OSE_G018_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G018_advanced,rule_only,1,,1,0.6069,1.02,0.6069,,9.13,8.12,"read_shift=PASS(1.0),diff=PASS(0.607)",,,,,,,,,,"Male bosses in the UK receive bonuses that are nearly double those of their female colleagues doing the same job. This means men get an extra £141,500 over a lifetime compared to women.

According to ","Male bosses in the UK get bonuses that are twice as big as those given to their female colleagues doing the same job. This means men earn £141,500 more than women over their working lives.

According "
DIR_OSE_G018_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G018_advanced,rule_only,1,,1,0.4451,2.86,0.4451,,9.13,6.27,"read_shift=PASS(2.9),diff=PASS(0.445)",,,,,,,,,,"Male bosses in the UK receive bonuses that are nearly double those of their female colleagues doing the same job. This means men get an extra £141,500 over a lifetime compared to women.

According to ","Men who are bosses get bigger bonuses than women who do the same job. This means men get £141,500 more than women over their working lives.

In 2012, men in management jobs got an average bonus of £6,"
DIR_OSE_G019_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G019_advanced,rule_only,1,,1,0.6952,0.77,0.6952,,8.73,7.96,"read_shift=PASS(0.8),diff=PASS(0.695)",,,,,,,,,,"Maria sits in a community centre on a cold Tuesday afternoon, waiting for her number to be called. She is number 34. When it's her turn, Maria picks up a bag with essentials like pasta, eggs, and corn","Maria sits in a community centre on a cold Tuesday afternoon, waiting for her number to be called. She is number 34. When it's her turn, she picks up a bag with essentials like pasta, eggs, and cornfl"
DIR_OSE_G019_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G019_advanced,rule_only,1,,1,0.4565,3.04,0.4565,,8.73,5.69,"read_shift=PASS(3.0),diff=PASS(0.456)",,,,,,,,,,"Maria sits in a community centre on a cold Tuesday afternoon, waiting for her number to be called. She is number 34. When it's her turn, Maria picks up a bag with essentials like pasta, eggs, and corn","Maria sits on a black chair and waits. When it's her turn, she picks up a bag with food: pasta, eggs, cornflakes, and some vegetables like butternut squash or carrots.

The place where Maria gets her "
DIR_OSE_G020_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G020_advanced,rule_only,0,,0,0.6761,0.23,0.6761,,7.81,7.58,"read_shift=FAIL(0.2),diff=PASS(0.676)",,,,,,,,,,"Robert Mysłajek stops suddenly on a muddy mountain track in Poland. He has found what he was looking for - wolf droppings. Wolf sightings are rare, so finding their faeces is exciting, even for an exp","Robert Mysłajek stops on a muddy mountain track in Poland. He's found what he was looking for - wolf droppings! Seeing these is rare, so it's a good day. But it's getting easier to find signs of wolve"
DIR_OSE_G020_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G020_advanced,rule_only,1,,1,0.427,2.5,0.427,,7.81,5.31,"read_shift=PASS(2.5),diff=PASS(0.427)",,,,,,,,,,"Robert Mysłajek stops suddenly on a muddy mountain track in Poland. He has found what he was looking for - wolf droppings. Wolf sightings are rare, so finding their faeces is exciting, even for an exp","Robert Mysłajek stops on a mountain path and finds what he's looking for - wolf droppings! He's happy because it's rare to see a wolf. But now, there are about 1,500 wolves in Poland, which is twice a"
DIR_OSE_G021_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G021_advanced,rule_only,0,,0,0.6584,0.09,0.6584,,7.36,7.27,"read_shift=FAIL(0.1),diff=PASS(0.658)",,,,,,,,,,"England fan Anthony McDowell from Liverpool walked along Rio's Copacabana beach, enjoying the sunshine before watching a World Cup match. He said, ""The place is lovely. The people are great. There's a","England fan Anthony McDowell from Liverpool strolled along Rio's Copacabana beach, enjoying the sunshine before watching a World Cup match. ""The place is lovely. The people are great. There's a party "
DIR_OSE_G021_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G021_advanced,rule_only,1,,1,0.6122,0.88,0.6122,,7.36,6.48,"read_shift=PASS(0.9),diff=PASS(0.612)",,,,,,,,,,"England fan Anthony McDowell from Liverpool walked along Rio's Copacabana beach, enjoying the sunshine before watching a World Cup match. He said, ""The place is lovely. The people are great. There's a","England fan Anthony McDowell from Liverpool walked along Rio's Copacabana beach on his way to watch a World Cup match. He said, ""The place is lovely. The people are great. There's a party atmosphere."""
DIR_OSE_G022_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G022_advanced,rule_only,1,,1,0.6494,0.74,0.6494,,9.42,10.16,"read_shift=PASS(-0.7),diff=PASS(0.649)",,,,,,,,,,"A baby girl born today in the UK can expect to live until she is almost 82 years old on average, while a boy will live until he is 78. In some countries like Andorra, people live even longer - up to 8","A baby girl born today in the UK can expect to live until she is almost 82 years old on average, while a boy will live until he is 78. In some countries like Andorra, people live even longer - up to 8"
DIR_OSE_G022_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G022_advanced,rule_only,1,,1,0.4469,2.53,0.4469,,9.42,6.89,"read_shift=PASS(2.5),diff=PASS(0.447)",,,,,,,,,,"A baby girl born today in the UK can expect to live until she is almost 82 years old on average, while a boy will live until he is 78. In some countries like Andorra, people live even longer - up to 8","In the UK, a baby girl will live to be around 82 years old on average, while her brother will live to be about 78. In some countries like Andorra, people live longer - girls up to 85 and boys up to 79"
DIR_OSE_G023_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G023_advanced,rule_only,1,,1,0.6341,0.86,0.6341,,8.97,8.11,"read_shift=PASS(0.9),diff=PASS(0.634)",,,,,,,,,,"In Rjukan's market square stands a statue of Sam Eyde, the town's founder. He was a famous Norwegian engineer who built the town in the early 1900s to house workers for his factories. Behind him rises","In Rjukan's market square stands a statue of Sam Eyde, the town's founder and a respected Norwegian engineer and businessman. Behind him is the 1,800-metre peak Gaustatoppen, while in front of him lie"
DIR_OSE_G023_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G023_advanced,rule_only,1,,1,0.415,3.24,0.415,,8.97,5.73,"read_shift=PASS(3.2),diff=PASS(0.415)",,,,,,,,,,"In Rjukan's market square stands a statue of Sam Eyde, the town's founder. He was a famous Norwegian engineer who built the town in the early 1900s to house workers for his factories. Behind him rises","In Rjukan, Norway, there is a statue of Sam Eyde, who built the town for his factory workers. The town is in a valley between two big mountains. One mountain is 1,800 meters high and called Gaustatopp"
DIR_OSE_G024_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G024_advanced,rule_only,1,,1,0.7422,0.53,0.7422,,7.56,8.09,"read_shift=PASS(-0.5),diff=PASS(0.742)",,,,,,,,,,"Dr. Izumi Tabata's training method sounds too good to be true - just four minutes a day to get fit. But when you try it, you realize how wrong you were. The method involves 20 seconds of all-out effor","Dr. Izumi Tabata's training program sounds too good to be true - just four minutes a day for amazing results. But when you try it, you'll see why he's been proven right. The program involves 20 second"
DIR_OSE_G024_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G024_advanced,rule_only,1,,1,0.5146,1.96,0.5146,,7.56,5.6,"read_shift=PASS(2.0),diff=PASS(0.515)",,,,,,,,,,"Dr. Izumi Tabata's training method sounds too good to be true - just four minutes a day to get fit. But when you try it, you realize how wrong you were. The method involves 20 seconds of all-out effor","Imagine you see a headline 'Get fit in four minutes' in a health magazine. Would you believe it? Dr Izumi Tabata's training plan says you can be fit with just 88 minutes of exercise per week. 

Dr Tab"
DIR_OSE_G025_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G025_advanced,rule_only,0,,0,0.5851,0.1,0.5851,,11.14,11.04,"read_shift=FAIL(0.1),diff=PASS(0.585)",,,,,,,,,,"In 2005, BlackBerry introduced instant messaging on mobile phones, which helped the company become very successful. At that time, the iPhone didn't exist yet, and BlackBerry's innovations made its sma","In 2005, BlackBerry introduced instant messaging on mobile phones and became very popular in Canada. Six years later, during riots in London, politicians wanted to shut down the service because it was"
DIR_OSE_G025_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G025_advanced,rule_only,1,,1,0.5737,2.3,0.5737,,11.14,8.84,"read_shift=PASS(2.3),diff=PASS(0.574)",,,,,,,,,,"In 2005, BlackBerry introduced instant messaging on mobile phones, which helped the company become very successful. At that time, the iPhone didn't exist yet, and BlackBerry's innovations made its sma","In 2005, BlackBerry made it possible to send instant messages on mobile phones. This was a big success for the company. At that time, iPhones didn't exist yet, and BlackBerry's innovations made its sm"
DIR_OSE_G026_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G026_advanced,rule_only,1,,1,0.5542,0.59,0.5542,,11.45,10.86,"read_shift=PASS(0.6),diff=PASS(0.554)",,,,,,,,,,A big argument has started between countries about whether indigenous people in Bolivia should be allowed to chew coca leaves. Coca leaves are the main ingredient in cocaine. Bolivia has been given sp,"Bolivia's indigenous people have been chewing coca leaves for centuries. Coca leaves are the main ingredient in cocaine, but they also provide energy and have medicinal qualities. The right to chew th"
DIR_OSE_G026_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G026_advanced,rule_only,1,,1,0.4565,0.96,0.4565,,11.45,10.49,"read_shift=PASS(1.0),diff=PASS(0.456)",,,,,,,,,,A big argument has started between countries about whether indigenous people in Bolivia should be allowed to chew coca leaves. Coca leaves are the main ingredient in cocaine. Bolivia has been given sp,"There's a big disagreement between countries about whether indigenous people in Bolivia should be allowed to chew coca leaves. Coca leaves are used to make cocaine, but they also have cultural and med"
DIR_OSE_G027_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G027_advanced,rule_only,1,,1,0.5543,0.51,0.5543,,8.77,8.27,"read_shift=PASS(0.5),diff=PASS(0.554)",,,,,,,,,,"In 1996, Carl Sagan recorded a message for future Mars explorers, saying: ""I'm glad you're on Mars, and I wish I was with you."" Seventeen years later, a Dutch company called Mars One wants to make Sag","A Dutch company called Mars One wants to make it possible for humans to live on Mars. They plan to send four astronauts to the planet in 2023 to start a human colony. However, there are two major prob"
DIR_OSE_G027_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G027_advanced,rule_only,1,,1,0.4551,2.35,0.4551,,8.77,6.42,"read_shift=PASS(2.3),diff=PASS(0.455)",,,,,,,,,,"In 1996, Carl Sagan recorded a message for future Mars explorers, saying: ""I'm glad you're on Mars, and I wish I was with you."" Seventeen years later, a Dutch company called Mars One wants to make Sag","A company from the Netherlands wants to send people to live on Mars. They plan to send four astronauts to Mars in 2023 to start a human colony. But there are two big problems.

Firstly, Mars has very "
DIR_OSE_G028_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G028_advanced,rule_only,1,,1,0.489,1.88,0.489,,8.39,10.27,"read_shift=PASS(-1.9),diff=PASS(0.489)",,,,,,,,,,"A team from Leicester University has announced that they have found the body of Richard III, the last king of the Plantagenet family. The discovery was made in a car park in Leicester, where the churc","A press conference was held at Leicester University where archaeologists revealed the identity of a man with a twisted spine whose body was found in a car park. The team leader, Richard Buckley, annou"
DIR_OSE_G028_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G028_advanced,rule_only,1,,1,0.4903,0.85,0.4903,,8.39,7.54,"read_shift=PASS(0.8),diff=PASS(0.490)",,,,,,,,,,"A team from Leicester University has announced that they have found the body of Richard III, the last king of the Plantagenet family. The discovery was made in a car park in Leicester, where the churc","A team from Leicester University has confirmed that a body found under a car park in Leicester is King Richard III. The team leader, Richard Buckley, announced the news after strong evidence was gathe"
DIR_OSE_G029_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G029_advanced,rule_only,1,,1,0.5131,2.73,0.5131,,12.02,9.29,"read_shift=PASS(2.7),diff=PASS(0.513)",,,,,,,,,,Scientists have successfully implanted a false memory in mice's brains. This experiment aims to understand why people sometimes remember events that never happened. False memories can lead to wrongful,"Scientists have created a false memory in mice's brains to understand why people remember things that never happened. This is important because eyewitnesses often give incorrect information in court, "
DIR_OSE_G029_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G029_advanced,rule_only,1,,1,0.442,3.21,0.442,,12.02,8.81,"read_shift=PASS(3.2),diff=PASS(0.442)",,,,,,,,,,Scientists have successfully implanted a false memory in mice's brains. This experiment aims to understand why people sometimes remember events that never happened. False memories can lead to wrongful,"Scientists did an experiment on mice to understand why people sometimes remember things that didn't happen. They put a fake memory into the mice's brains and studied what happened.

False memories can"
DIR_OSE_G030_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G030_advanced,rule_only,0,,0,0.5621,0.05,0.5621,,10.03,10.07,"read_shift=FAIL(-0.0),diff=PASS(0.562)",,,,,,,,,,"Music subscription services such as Spotify and Deezer are now making over $1 billion in sales worldwide. More people are choosing to pay for music online, which has led to a 50% increase in streaming","Music streaming services like Spotify and Deezer have become very popular worldwide, with sales of over $1 billion. In 2013, these services saw a big increase in revenue, rising by more than 50% to re"
DIR_OSE_G030_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G030_advanced,rule_only,1,,1,0.4562,3.92,0.4562,,10.03,6.1,"read_shift=PASS(3.9),diff=PASS(0.456)",,,,,,,,,,"Music subscription services such as Spotify and Deezer are now making over $1 billion in sales worldwide. More people are choosing to pay for music online, which has led to a 50% increase in streaming","Music services like Spotify and Deezer are very popular. People pay for these services to listen to their favorite songs online. In 2013, music streaming made $1.1 billion worldwide. This is a big inc"
DIR_OSE_G031_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G031_advanced,rule_only,0,,0,0.5151,0.21,0.5151,,7.97,8.18,"read_shift=FAIL(-0.2),diff=PASS(0.515)",,,,,,,,,,"A thick layer of bird droppings covers the golden railings of one of Britain's most expensive houses, The Towers. Pigeon skeletons lie among broken mirrors and water flows through damaged decorations.","A thick layer of bird droppings covers the inside of one of Britain's most expensive properties. Pigeon skeletons lie among broken mirrors and water leaks through cracked walls. This is The Tower, a 3"
DIR_OSE_G031_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G031_advanced,rule_only,1,,1,0.3512,2.32,0.3512,,7.97,5.64,"read_shift=PASS(2.3),diff=PASS(0.351)",,,,,,,,,,"A thick layer of bird droppings covers the golden railings of one of Britain's most expensive houses, The Towers. Pigeon skeletons lie among broken mirrors and water flows through damaged decorations.","There is a big problem in one of Britain's most expensive streets. A £30m house called The Tower has bird droppings inside. Pigeon skeletons are on the floor, and water is coming through the walls. Th"
DIR_OSE_G032_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G032_advanced,rule_only,0,,0,0.5989,0.48,0.5989,,9.33,8.85,"read_shift=FAIL(0.5),diff=PASS(0.599)",,,,,,,,,,"To Tua Pittman, a master navigator from Raratonga in the Cook Islands, a canoe is more than just a way to travel. ""A canoe is like our island, and the crew members are like our community,"" he says. He","To Tua Pittman, a navigator from the Cook Islands, a canoe is more than just a way to travel. It's like an island, with the crew as its community and the navigator as its leader. For him, navigating i"
DIR_OSE_G032_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G032_advanced,rule_only,1,,1,0.5886,2.62,0.5886,,9.33,6.71,"read_shift=PASS(2.6),diff=PASS(0.589)",,,,,,,,,,"To Tua Pittman, a master navigator from Raratonga in the Cook Islands, a canoe is more than just a way to travel. ""A canoe is like our island, and the crew members are like our community,"" he says. He","Tua Pittman is from Raratonga in the Cook Islands. He is a traditional navigator and sails canoes. To him, a canoe is not just for traveling. ""A canoe is like our island home,"" he says. ""The people on"
DIR_OSE_G033_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G033_advanced,rule_only,1,,1,0.4783,1.84,0.4783,,12.37,10.53,"read_shift=PASS(1.8),diff=PASS(0.478)",,,,,,,,,,"Dame Sally Davies, England's Chief Medical Officer, has compared the problem of antibiotic resistance to the threat of international terrorism. This comparison may seem extreme, but the reality is eve","The Chief Medical Officer for England has compared antibiotic resistance to international terrorism. However, the number of deaths caused by bacterial resistance is much higher than those caused by te"
DIR_OSE_G033_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G033_advanced,rule_only,1,,1,0.3503,3.95,0.3503,,12.37,8.42,"read_shift=PASS(4.0),diff=PASS(0.350)",,,,,,,,,,"Dame Sally Davies, England's Chief Medical Officer, has compared the problem of antibiotic resistance to the threat of international terrorism. This comparison may seem extreme, but the reality is eve","The Chief Medical Officer for England says that antibiotic resistance is as big a problem as terrorism. But more people die each year from resistant bacteria than from terrorist attacks.

About 150,00"
DIR_OSE_G034_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G034_advanced,rule_only,0,,0,0.6,0.15,0.6,,7.55,7.41,"read_shift=FAIL(0.1),diff=PASS(0.600)",,,,,,,,,,"In the southern town of Butare, Rwanda, people from all over the country and neighboring Burundi come to visit a small shop called Inzozi Nziza, which means ""Sweet Dreams"". They want to try something ","In Rwanda's southern town of Butare, people are flocking to a small shop called Inzozi Nziza, or Sweet Dreams. They come from all over Rwanda and even neighboring Burundi to taste something new: cold,"
DIR_OSE_G034_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G034_advanced,rule_only,1,,1,0.5821,1.86,0.5821,,7.55,5.69,"read_shift=PASS(1.9),diff=PASS(0.582)",,,,,,,,,,"In the southern town of Butare, Rwanda, people from all over the country and neighboring Burundi come to visit a small shop called Inzozi Nziza, which means ""Sweet Dreams"". They want to try something ","People from all over Rwanda and even Burundi are coming to a small shop called Inzozi Nziza (Sweet Dreams) in the southern town of Butare. They want to try something new - cold ice cream. 

At this sh"
DIR_OSE_G035_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G035_advanced,rule_only,1,,1,0.6316,1.18,0.6316,,10.65,9.47,"read_shift=PASS(1.2),diff=PASS(0.632)",,,,,,,,,,"More than one-third of all women worldwide will experience physical or sexual violence at some point in their lives. This is usually committed by a male partner, according to a comprehensive study by ",A report by the World Health Organization (WHO) says that 35.6% of women worldwide will experience physical or sexual violence in their lifetime. This is usually from a male partner. The report shows 
DIR_OSE_G035_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G035_advanced,rule_only,1,,1,0.5136,2.96,0.5136,,10.65,7.69,"read_shift=PASS(3.0),diff=PASS(0.514)",,,,,,,,,,"More than one-third of all women worldwide will experience physical or sexual violence at some point in their lives. This is usually committed by a male partner, according to a comprehensive study by ","The World Health Organization (WHO) says that many women experience physical or sexual violence from their partners. In fact, 35.6% of all women will face this kind of violence in their lifetime. This"
DIR_OSE_G036_adv_vs_inter,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G036_advanced,rule_only,0,,0,0.5573,0.35,0.5573,,8.62,8.97,"read_shift=FAIL(-0.4),diff=PASS(0.557)",,,,,,,,,,"A highly valuable artwork by the artist Banksy was about to be sold at an auction in Florida, but the sale was suddenly stopped just before it began. 
The artwork, called ""Slave Labour"", shows a child","A highly valuable artwork by the artist Banksy was about to be sold in an auction in Florida when the sale was suddenly stopped. The artwork, called ""Slave Labour"", shows a child making British flags "
DIR_OSE_G036_adv_vs_elem,llama-3.1-70b,directional,ose_difficulty_pair,1,OneStopEnglish,natural_pair,OSE_G036_advanced,rule_only,1,,1,0.4127,3.16,0.4127,,8.62,5.46,"read_shift=PASS(3.2),diff=PASS(0.413)",,,,,,,,,,"A highly valuable artwork by the artist Banksy was about to be sold at an auction in Florida, but the sale was suddenly stopped just before it began. 
The artwork, called ""Slave Labour"", shows a child","A painting by a famous artist called Banksy was going to be sold at an auction in Florida. But just before it was sold, the sale was stopped. 
The painting is called Slave Labour and shows a child mak"
